,charity_name,address,city,state,zipcode,url,phone_number,email,category_name,charity_description,charity_tag,logo,ruling_year,assets,income,expenses,irs_form
181,Treasure Caretaker Training,1790 30TH ST STE 280,Boulder,CO,80301,http://treasurecaretaker.com/,NULL,NULL,Art & Culture,"Treasure Caretaker Training is writing a preservation resource manual dedicated to local communities. The Manual for the Preservation of Monastery Treasures will be made available free of charge on-line, including topics of care and preservation for lineage treasures, protection before disaster strikes, and safe recovery in the event of a disaster. The manual will be translated into Tibetan, Nepali, Hindi, Chinese and Dzongkha.","His Holiness Karmapa XVII met with Ann Shaftel and pointed out topics to be included in our Manual for the Preservation of Monastery Treasures, the new, free, on-line resource.",http://treasurecaretaker.com/wp-content/uploads/2015/07/Logo-placeholder2.jpg,2015,NULL,NULL,NULL,NULL
182,Trout Unlimited,8239 KINCROSS WAY,Boulder,CO,80301,http://www.boulderflycasters.org/,NULL,boulderflycasters@gmail.com,Art & Culture,"Boulder Flycasters is a chapter of Trout Unlimited, the premier cold water conservation group in North America with 150,000 professionals and volunteer members. Boulder Flycasters is a non-profit organization dedicated to conserving, protecting and restoring coldwater fisheries — and we all love to fish and have some fun too. ","Boulder Flycasters is a non-profit organization dedicated to conserving, protecting and restoring coldwater fisheries — and we all love to fish and have some fun too.",https://www.boulderflycasters.org/wp-content/uploads/2012/01/Boulder-Flycasters.jpg,1972,NULL,NULL,NULL,https://www.guidestar.org/FinDocuments/2014/237/188/2014-237188821-0b1815be-9.pdf
183,Unavco Inc,"6350 NAUTILUS DR

",Boulder,CO,80301,http://www.unavco.org/,NULL,communityunavco.org,Civic,"UNAVCO, A NON-PROFIT UNIVERSITY-GOVERNED CONSORTIUM, FACILITATES GEOSCIENCE RESEARCH AND EDUCATION USING GEODESY.","UNAVCO fosters communication for and by scientists and educators throughout its membershipwho are affiliated with member universities and other scientific institutions, has funding sponsors, and is run through a governance structure. UNAVCO hosts meetings and events for its members, and encourages the community to join the discussion through our email lists, discussion forums, and other social media interactions. UNAVCO publishes a variety of publications, proposals, and reports for use by scientists and educators affiliated with its member institutions.",https://www.unavco.org/lib/images/banner/uv-logo.png,2002,"$2,865,707",NULL,NULL,https://www.guidestar.org/FinDocuments/2016/841/588/2016-841588357-0e9902ff-9.pdf
184,University Corporation For Atmospheric Research,"3090 CENTER GREEN DR

",Boulder,CO,80301,http://www.ucar.edu/,303-497-1000,NULL,Art & Culture,UCAR is a nonprofit consortium of more than 115 North American colleges and universities focused on research and training in the Earth system sciences.,"We are the experienced managers of the National Center for Atmospheric Research on behalf of the National Science Foundation. Founded in 1960 to fulfill this role, we are trusted administrators of the financial, human resources, facilities, and information technology functions that are essential to NCAR's success.",https://www.ucar.edu/profiles/custom/ncar_ucar_umbrella/themes/custom/koru/libraries/koru-base/img/logo-ucar-active-large.png,1962,"$246,436,558",NULL,NULL,https://www.guidestar.org/FinDocuments/2016/840/412/2016-840412668-0e1c53fa-9.pdf
185,Via Mobility Services,2855 N. 63rd St.,Boulder,CO,80301,https://viacolorado.org/,303-447-2848 ,NULL,Human Services,"Via is a full-spectrum mobility manager offering paratransit, travel training and mobility options information and referral services. Via also provides a wide range of community and group educational resources related to transportation for older adults, people with disabilities and others living with mobility limitations.","Via operates on a social enterprise business model and serves the region by providing transportation programs including the HOP, Access-a-Ride and Call-N-Ride under contract to local municipalities and the Regional Transportation District (RTD).",https://viacolorado.org/wp-content/themes/via2015/library/images/via_logo.svg,1979,"$22,492,065",NULL,"$19,950,349",https://www.guidestar.org/FinDocuments/2016/840/777/2016-840777296-0e528e0a-9.pdf
186,Voices For Children Inc,"6672 Gunpark Dr, Suite 100",Boulder,CO,80301,http://www.vfccasa.org/,(303) 440-7059,info@vfccasa.org,Education," Voices for Children CASA (Court Appointed Special Advocates) trains and supports community volunteers to advocate for the needs of abused and neglected children going through the court system.  Our CASA  volunteers make sure that the court system hears the voices of the youngest and most vulnerable whom it serves and provides these children with a consistent, positive adult in their lives; an adult who will tell them that they are beautiful, and smart, and worthy of love.","To provide trained, court-appointed volunteers who advocate for abused and neglected children in Boulder County.",http://www.vfccasa.org/wp-content/uploads/2017/12/casa_v_Boulder_CO_redblue_R_alt.png,1985,"$1,002,240",NULL,"$173,997",https://www.guidestar.org/FinDocuments/2017/840/984/2017-840984449-0e976712-9.pdf
187,Voices Foundation,4945 Twin Lakes Rd. #39 ,Boulder,CO,80301,http://www.voicesfoundation.org/,NULL,NULL,Education,"The Voices Foundation was established by a student-coach in an effort to make high school debate accessible to all students, regardless of financial circumstance."," The Foundation strives to address shortfalls of resources and support that impede participation by financially disadvantaged individuals and teams through educational programs, outreach efforts to high schools and middle schools trying to start teams, and scholarships for summer camp, tournaments, and coaching.",https://i0.wp.com/www.nsdupdate.com/assets//2013/10/Screen-Shot-2013-10-06-at-10.27.25-PM.png,2007,"$3,719",NULL,"$35,746",https://www.guidestar.org/FinDocuments/2017/208/270/2017-208270079-0ed3c6a5-Z.pdf
188,Wealthorg,5516 SPINE RD UNIT 211,Boulder,CO,80301,http://www.wealth.org/,NULL,NULL,Education,"WEALTH IS JUST THE CODE FOR FREEDOM, &
FREEDOM IS THE ULTIMATE GIFT IN LIFE.",,https://static1.squarespace.com/static/576c392b893fc0c13dd8de62/t/577c2ddfd2b8578b1b3a3064/1467756001644/?format=300w,2018,NULL,NULL,NULL,NULL
189,Western Interstate Commission For Higher Education,3035 CENTER GREEN DR,Boulder,CO,80301,WWW.WICHE.EDU,303.541.0200,NULL,Human Services,"WICHE seeks to accomplish its mission through a variety of activities that have the following objectives: To extend the availability of quality higher education programs among western states. To identify emerging issues, trends, and problems affecting higher education. To provide research, analysis, and reporting of information on public policy issues of concern in the WICHE states, and to provide opportunities for discussion and strengthened understanding of these issues among policymakers. To promote collaboration within higher education and among the educational sector and the private sector. To identify a broad array of technical, programmatic, and financial resources available in higher education and to link those resources to the needs of the region. To help increase the participation and success in higher education underrepresented and underserved populations. And to promote the use of new and effective technologies, models, and method in higher education.","To extend the availability of quality higher education programs among western states. To identify emerging issues, trends, and problems affecting higher education. To provide research, analysis, and reporting of information on public policy issues of concern in the WICHE states, and to provide opportunities for discussion and strengthened understanding of these issues among policymakers. To promote collaboration within higher education and among the educational sector and the private sector. To identify a broad array of technical, programmatic, and financial resources available in higher education and to link those resources to the needs of the region. To help increase the participation and success in higher education underrepresented and underserved populations. And to promote the use of new and effective technologies, models, and method in higher education.",https://www.wiche.edu/files/wiche-logo.png,1983,"$14,500,938",NULL,NULL,https://www.guidestar.org/FinDocuments/2016/846/008/2016-846008945-0e076432-9.pdf
190,White Dwarf Research Corporation,3265 Foundry Pl #101,Boulder,CO,80301,http://www.whitedwarf.org/,(720) 310-5180,"
travis@whitedwarf.org",Human Services,"Over the years, advances in scientific knowledge made possible through basic research have had a definite impact on the average citizen, but the magnitude of this impact is difficult to predict at the time the research is proposed. As a result, much of the basic research funded by the public often sounds ridiculous to the majority of those who pay for it. Gradually, this has led to a growing reluctance by the public to fund basic research, and the annual budget of the National Science Foundation has stagnated as a consequence. To combat this trend in our own field, we formed a non-profit organization in July 1999 to serve as a direct link between the public and the leading researchers who study individual stars. Our mission is to approach this problem through public education efforts in our local communities, as well as through our website.","Our mission is to approach this problem through public education efforts in our local communities, as well as through our website.",http://www.whitedwarf.org/images/logo.jpg,2000,NULL,NULL,NULL,NULL
191,Who Dreams Wins Foundation,3005 30TH ST,Boulder,CO,80301,www.whodreamswins.org,303 625-1010,NULL,Education,"Tim and Heather Bulk started an aerospace company in 2007. They, along with their young family and extended family, employees of their business, knew that their love to give back to the industry and community was essential. The Foundation has provided a venue for ‘the family’ to reach out, support and care for those who are seeking bigger dreams.","Our mission is to support those who are committed to achieving their goals and dreams. We support dreamers so they can dream big and provide those dreamers tools to get there. From scholarships to specific project missions, the Who Dreams Wins Foundation is here to understand and support our community.",http://static1.squarespace.com/static/5682a8d7b204d563566e0809/t/5682b1f0e0327c1884005b72/1452709940049/?format=1500w,2016,NULL,NULL,NULL,NULL
192,Wildlands Restoration Volunteers,3012 Sterling Cir Ste. 201,Boulder,CO,80301,www.wlrv.org,(303) 543-1411,info@wlrv.org,Environment,"To foster a community spirit of shared responsibility for the stewardship 
and restoration of public, protected, and ecologically important lands.","To foster a community spirit of shared responsibility for the stewardship 
and restoration of public, protected, and ecologically important lands.",http://www.wlrv.org/wp-content/themes/wlrv_dev_s/assets/images/logo.svg,2002,"$1,052,817","$851,783","$818,049",https://www.guidestar.org/FinDocuments/2016/460/505/2016-460505155-0e631607-9.pdf
193,Wolf Family Foundation,5311 WATERSTONE DR,Boulder,CO,80301,http://www.wolffund.org.il/,972-9-955 7120,info@wolffund.org.il,Human Services,"The Wolf Foundation began its activities in 1976, with  an initial endowment fund donated by the Wolf family. The Foundation's founders and major donors were Dr. Ricardo Subirana y Lobo Wolf and his wife Francisca. Annual income from investments is used for prizes, scholarships and Foundation operating expenses. 
The Foundation has a status of a private not-for-profit organization. Its objectives and prize administration details and procedures are grounded in the ""Wolf Foundation Law-1975"". Israel's State Comptroller oversees all Foundation's activities. In accordance with the above-mentioned Law, the Minister of Education and Art & Culture acts as Chairman of the Council","The Wolf Foundation began its activities in 1976, with an initial endowment fund donated by the Wolf family. The Foundation's founders and major donors were Dr. Ricardo Subirana y Lobo Wolf and his wife Francisca. Annual income from investments is used for prizes, scholarships and Foundation operating expenses. ",http://www.wolffund.org.il/pics/logo.png,2013,"$584,488",NULL,NULL,https://www.guidestar.org/FinDocuments/2017/900/624/2017-900624210-0f1ca67c-F.pdf
194,Womens Wilderness Institute,1501 Lee Hill Road Unit 16,Boulder,CO,80301,www.womenswilderness.org,(303) 938-9191,shari@womenswilderness.org,Human Services,"The Foundation has a status of a private not-for-profit organization. Its objectives and prize administration details and procedures are grounded in the ""Wolf Foundation Law-1975"". Israel's State Comptroller oversees all Foundation's activities. In accordance with the above-mentioned Law, the Minister of Education and Art & Culture acts as Chairman of the Counci","The Women's Wilderness Institute's mission is to strengthen the courage, confidence, and leadership skills of girls and women, through the challenge and support of group wilderness and community-based experiences.",https://www.womenswilderness.org/wp-content/uploads/2015/08/colored-logo1.png,1998,"$71,987","$487,637","$289,913",https://www.guidestar.org/FinDocuments/2016/841/439/2016-841439821-0ec3ffea-9.pdf
195,World Singing Day,4593 MAPLE CT,Boulder,CO,80301,http://worldsingingday.org,NULL,NULL,Art & Culture,"World Singing Day is a global sing-along, held annually on the third Saturday in October. The event celebrates our common humanity, using the power of singing to connect communities and promote well being. Through its focus on positive human interactions, World Singing Day aims to combat isolation and transcend local and global conflicts.
World Singing Day is not religious or political, nor does it promote any one country or Art & Culture. Rather, it encourages people to put aside their differences and celebrate what we all share as human beings.
We invite people of all ages and backgrounds – from shower singers to celebrities – to sing with their friends, family, school, club, organization or community in October.",To unite the global family by singing together,https://worldsingingday.org/wp-content/uploads/2014/03/WSD_LogoNoTagline_OnWhite_TRANSP.png,2014,NULL,NULL,NULL,NULL
196,Youth Opportunities Inc,3164 34TH ST,Boulder,CO,80301,http://www.youthopportunity.com/,317.587.8880,Info@YouthOpportunity.com,Human Services,"THE MISSION OF YOUTH OPPORTUNITIES INC IS TO ENHANCE, ENCOURAGE AND PROMOTE THE CURRENT AND FUTURE WELL-BEING OF THE CHILDREN AND YOUTH OF COLORADO AND MEXICO THROUGH SUPPORTING THE DEVELOPMENT OF PROGRAMS, ACTIVITIES AND RESOURCES.","THE MISSION OF YOUTH OPPORTUNITIES INC IS TO ENHANCE, ENCOURAGE AND PROMOTE THE CURRENT AND FUTURE WELL-BEING OF THE CHILDREN AND YOUTH OF COLORADO AND MEXICO THROUGH SUPPORTING THE DEVELOPMENT OF PROGRAMS, ACTIVITIES AND RESOURCES.",http://www.youthopportunity.com/data/uploads/yo-logo-notag.png,2008,$1,NULL,NULL,https://www.guidestar.org/FinDocuments/2016/260/317/2016-260317197-0edbbe71-Z.pdf
197,Ziji Early Elementary School Llc,6390 JAY RD,Boulder,CO,80301,ZIJIEARLYELEMENTARY.ORG,(303)530-0844,info@zijiearlyelementary.org,Education,PROVIDE EDUCATION FOR KINDERGARTEN THROUGH SECOND GRADE CHILDREN.,PROVIDE EDUCATION FOR KINDERGARTEN THROUGH SECOND GRADE CHILDREN.,https://bacis.org/wp-content/uploads/2015/11/ziji.jpg,2012,"$38,136",NULL,NULL,https://www.guidestar.org/FinDocuments/2016/273/289/2016-273289343-0e45a172-9.pdf
198,American Association Of Teachers Of Japanese Inc,1424 BROADWAY UCB 366,Boulder,CO,80309,www.aatj.org,303-492-5487,aatj@aatj.org,Education,"Support scholars, teachers, and students of Japanese language, literature, and linguistics; work to promote academic work in the field and to broaden and deepen knowledge and appreciation of Japan and its Art & Culture.","Support scholars, teachers, and students of Japanese language, literature, and linguistics; ",https://www.aatj.org/sites/default/files/styles/home-slide-larger/public/slides/NJE-slide-2017.jpg?itok=J9XM_7U2,1998,"$278,523",NULL,NULL,https://www.guidestar.org/FinDocuments/2016/391/481/2016-391481425-0e98ce00-9.pdf
199,Association For Computing Machinery,,Boulder,CO,80309,http://www.acm.org/,(800) 3426626,SIGS@acm.org,Education,"Founded in 1947, ACM is the world's first educational and scientific computing society. Today, our members over 80,000 computing professionals and students world-wide and the public turn to ACM for authoritative publications, pioneering conferences, and visionary leadership for the new millennium.","Founded in 1947, ACM is the world's first educational and scientific computing society.",https://www.acm.org/images/top-menu/acm_logo_tablet.svg,1968,NULL,NULL,NULL,NULL
200,Beta Alpha Psi National Council,Campus Box 430,Boulder,CO,80309,https://www.bap.org/,919.402.4044,bap@bap.org,Education,"Founded in 1919, Beta Alpha Psi is an honor organization for financial information students and professionals. There are over 300 chapters on college and university campuses with over 300,000 members initiated since Beta Alpha Psi's formation.","The purpose of Beta Alpha Psi is to:
recognize outstanding academic achievements in the field of accounting, finance, and information systems;
promote the study and practice of professional fields related to these disciplines;
provide opportunities for self-development and association among members and practicing financial professionals; encourage a sense of ethical, social, and public responsibilities",https://www.bap.org/images/logo.png?v=2,1974,NULL,NULL,NULL,NULL
201,Chi Beta Phi Scientific Honorary,176 UCB BAKER RAP ROOM 200,Boulder,CO,80309,http://www.chibetaphi.org/,NULL,mabrym@dewv.edu,Education,"Chi Beta Phi is an interdisciplinary scientific honorary for undergraduates. An affiliate society of The American Association for the Advancement of Science (AAAS) since 1935, the object of this organization is to promote interest in science and to give recognition to scholarly attainment in science.",this organization is to promote interest in science and to give recognition to scholarly attainment in science.,http://www.chibetaphi.org/images/cbp_seal_small_no_banner.jpg,1949,NULL,NULL,NULL,NULL
202,Colorado Association Of Law Libraries,2450 KITTREDGE LOOP DRIVE ROOM 223M,Boulder,CO,80309, www.coallnet.org,NULL,CoALL@coallnet.org,Human Services,"The Colorado Association of Law Libraries (CoALL) exists to promote law librarianship through various professional education and networking opportunities and to promote the organizational value that law librarians provide to the many different stakeholders throughout the legal community.  Launched in 1977 as the Colorado Consortium of Law Libraries, in 1984 the organization petitioned and was granted official chapter status by the American  American Association of Law Libraries (AALL).  Rebranding itself as the Colorado Association of Law Libraries , CoALL members continued their mission to create value and demonstrate the important role that law librarians play in the legal profession.  October 25, 2007 witnessed CoALL celebrating its 30th Anniversary of serving the community with this accomplishment receiving official recognition by Governor Ritter who proclaimed it Colorado Association of Law Libraries Day.",The Colorado Association of Law Libraries (CoALL) exists to promote law librarianship through various professional education and networking opportunities and to promote the organizational value that law librarians provide to the many different stakeholders throughout the legal community.,http://www.coallnet.org/wp-content/uploads/2015/12/Banner4.png,1988,NULL,NULL,NULL,NULL
203,Colorado National Golf Foundation,UCB 369,Boulder,CO,80309,https://www.coloradonationalgolfclub.com/,(303) 926-1723,mschalk@coloradongc.com,Sports,"Support youth and amateur sports,","Support youth and amateur sports,",https://www.coloradonationalgolfclub.com/golf/proto/coloradonationalgolfclub/images/design/logo.png,2010,"$852,994",NULL,NULL,https://www.guidestar.org/FinDocuments/2016/271/019/2016-271019803-0e6f8610-9.pdf
204,Colorado Teachers Of English To Speakers Of Other Languages,63 UCB,Boulder,CO,80309,http://www.cotesol.org/index.html,303-735-4234,cotesol@cotesol.org,Education,"CoTESOL is a dynamic, growing organization of educators involved in various aspects of second language learning and bilingual education. Members include instructors, program administrators, students, researchers, and volunteers. We work with all ages and ethnic groups. CoTESOL is a non-profit organization.","CoTESOL is a dynamic, growing organization of educators involved in various aspects of second language learning and bilingual education. Members include instructors, program administrators, students, researchers, and volunteers. We work with all ages and ethnic groups. CoTESOL is a non-profit organization.",http://www.cotesol.org/uploads/3/4/7/6/34765328/published/new-cotesol.jpg?1537560268,1985,"$205,758",NULL,NULL,https://www.guidestar.org/FinDocuments/2016/840/929/2016-840929762-0e50a09a-Z.pdf
205,Cu Boulder Veterans Alumni Club,UCB 133,Boulder,CO,80309,https://www.colorado.edu/alumni/veterans-association,303-492-8484,veteransalumni@colorado.edu​,Education,"Our Mission is to support all CU Boulder Veterans by providing fun social events, community service opportunities, transitional assistance and networking opportunities to our student veterans and alumni. We collaborate with local and national veteran organizations in order to strengthen the entire veteran community and serve all CU Boulder Veterans. We strive to be the best veteran supporting organization in Colorado.","The purpose of the club is to provide an organized social group for CU Boulder Veterans, which promotes the success of veteran alumni and students in their post-military transition",https://www.colorado.edu/alumni/profiles/express/themes/expressbase/images/cu-logo.svg,2018,NULL,NULL,NULL,NULL
206,National Center For Women And Information Technology,University of Colorado at Boulder UCB 417,Boulder,CO,80309,www.ncwit.org,(303) 735-6671,lucinda.sanders@colorado.edu,Education,"The National Center for Women & Information Technology (NCWIT) is a non-profit community that convenes, equips, and unites change leader organizations to increase the meaningful participation of all women — at the intersections of race, ethnicity, class, age, sexual orientation, and disability status — in the influential field of computing, particularly in terms of innovation and development.
Before NCWIT was chartered in 2004 by the National Science Foundation, programs focusing on women and computing existed mostly in isolation — without the benefit of shared best practices, effective resources, communication with others, or national reach. Today, these programs are part of the NCWIT community, creating a far greater impact than if institutions acted alone.
NCWIT uses a three-pronged strategy to improve awareness and knowledge, and motivate change leaders to act.","The National Center for Women & Information Technology (NCWIT) is a non-profit community that convenes, equips, and unites change leader organizations to increase the meaningful participation of all women — at the intersections of race, ethnicity, class, age, sexual orientation, and disability status — in the influential field of computing, particularly in terms of innovation and development.",https://www.ncwit.org/sites/all/themes/ncwit/images/ncwit-logo-234.png,2004,"$16,737,371",NULL,NULL,https://www.guidestar.org/FinDocuments/2016/680/591/2016-680591481-0e1f6052-9.pdf
207,Society Of Women Engineers,1111 ENGINEERING DR,Boulder,CO,80309,www.cuboulderswe.wordpress.com,NULL,NULL,Education,"At CU Boulder, we are focused on building a community of strong female engineers by establishing a secure and substantial support system that begins in college and transitions into the professional setting.","We have outreach and professional development events, as well as meetings every Tuesday at 6pm throughout the semester.",https://cuboulderswe.files.wordpress.com/2016/09/cropped-logo21.jpg?w=150,1992,NULL,NULL,NULL,NULL
208,University Of Colorado Golden Buffalo Marching Band Alumni,301 UCB,Boulder,CO,80309,https://www.colorado.edu/alumni/silver-buffs-club,303-492-8484,silverbuffs@colorado.edu,Education,"The purpose of the Chapter is to assist the University of Colorado Department of Bands with any activities that will support the Department and help promote the athletic bands at University of Colorado, whether through financial or physical contributions. The Chapter also provides an outlet for former University of Colorado “Golden Buffalo” Marching Band members to return and participate in Homecoming weekend activities and the Alumni Marching Band.","The purpose of the Chapter is to assist the University of Colorado Department of Bands with any activities that will support the Department and help promote the athletic bands at University of Colorado, whether through financial or physical contributions.",https://www.colorado.edu/alumni/profiles/express/themes/expressbase/images/cu-logo.svg,2015,NULL,NULL,NULL,NULL
209,500 Women Scientists,1060 35TH ST,Boulder,CO,80303,https://500womenscientists.org/,NULL,NULL,Education,"Over 20,000 women of STEM and supporters from more than 100 countries have signed in support of 500 Women Scientists, pledging to build an inclusive scientific community dedicated to training a more diverse group of future leaders in science and to use the language of science to bridge divides and enhance global diplomacy.",dedicated to training a more diverse group of future leaders in science and to use the language of science to bridge divides and enhance global diplomacy.,"<meta itemprop=""thumbnailUrl"" content=""http://static1.squarespace.com/static/582cce42bebafbfc47a82b04/t/5b1fd39170a6adf1159791bb/1528812436148/500logo.jpg?format=1500w"">",2018,"$5,572",NULL,NULL,NULL
210,Acoustic Emission Working Group,4840 THUNDERBIRD DR,Boulder,CO,80303,aewg.org,847.965.7500,dkosnik@ctlgroup.com,Human Services,"On behalf of the organizing committee and international advisory board, I am pleased to welcome the global AE community to Chicago. As a native of the Chicago area, I am particularly glad to share “my city” with you.","On behalf of the organizing committee and international advisory board, I am pleased to welcome the global AE community to Chicago. As a native of the Chicago area, I am particularly glad to share “my city” with you.",http://aewg.org/ap/adrianpollock.jpg,1988,NULL,NULL,NULL,NULL
211,All About The Kids Inc,"
6655 ARAPAHOE ROAD",Boulder,CO,80303,http://allaboutkidsinc.com/,701-772-4141,allaboutkidsinc@yahoo.com ,Education,"All About Kids, Inc. provides quality childcare and preschool services to the families currently residing in Grand Forks and the surrounding areas. Owner, Jen Beck, makes sure that children at her facility have a safe, structured environment where they can learn, play, and grow. At All About Kids, children learn daily life skills, manners, and early childhood education that will help them for school and in life.
Our staff is committed to providing every child with a loving, nurturing environment. Each classroom has a lead teacher. In the infant and toddler classrooms the teachers are full-time and have 2+ years of experience. Starting in the toddler program the lead teacher generally has an education or related degree.","Our mission is to provide safe, caring, and quality childcare to children and their families. All About Kids wants all children to grow physically, emotionally, socially and cognitively through play and exploration in a friendly, comfortable, and creative environment.",http://allaboutkidsinc.com/images/logo.png,2016,NULL,NULL,NULL,NULL
212,Aloran Foundation,305 MAJESTIC VIEW DR,Boulder,CO,80303,https://aloransociety.wordpress.com/,NULL,zhorzhe0824@gmail.com,Human Services,"Aloran Society and Foundation – is the project propose and begin by Jorge Marlo Mira Gutierrez to help and support the society and people of Aloran to be more industrialize, Civilize, and have a better livelihood economy.","To Promote the Aloran and his people to be more industrialize, civilize, socialize and have a livelihood economy.",https://aloransociety.files.wordpress.com/2017/03/cropped-aloran-society-official-seal-3-web11.jpg,2007,"$453,303",NULL,NULL,https://www.guidestar.org/FinDocuments/2016/261/167/2016-261167243-0e535c1b-F.pdf
213,Alpha Psi Delta Educational Foundation Inc,4800 BASELINE RD STE E104 PMB 449,Boulder,CO,80303,http://alphapsifoundation.net/,NULL,NULL,Education,The Foundation embodies the belief that investing in the development of student pharmacists and new professionals is an investment in improving the profession of pharmacy and health of our communities.,The Foundation embodies the belief that investing in the development of student pharmacists and new professionals is an investment in improving the profession of pharmacy and health of our communities.,http://alphapsifoundation.net/wp-content/uploads/2016/09/AlphaPsi-Banner-new.jpg,1971,"$131,699",NULL,NULL,https://www.guidestar.org/FinDocuments/2016/237/120/2016-237120543-0e98635b-Z.pdf
214,Bdt Academy,5501 Arapahoe Ave,Boulder,CO,80303,http://www.bdtacademy.org/,NULL,NULL,Art & Culture,"Our staff are professional actors, singers, choreographers, set and costume designers, lighting technicians, musicians, and other theater experts
Small camps give each camper a quality theater experience and plenty of one-on-one instruction to maximize learning
Elementary camps feature our technique of playmaking, letting the children use their imagination to adapt a familiar story or write their own scriptTheatre production camps include coaching in dance, improv, scene study, vocal training, monologue prep and performance, and more to enrich learning
Middle and high school productions take place on the professional main stage at BDT Stage in Boulder
Scholarships are available for qualifying students​","Middle and high school productions take place on the professional main stage at BDT Stage in Boulder
Scholarships are available for qualifying students​",http://www.bdtacademy.org/uploads/9/6/6/7/9667044/screen-shot-2017-04-15-at-3-19-53-pm_orig.png,1983,"$30,412",NULL,NULL,https://www.guidestar.org/FinDocuments/2017/742/213/2017-742213764-0f18fbea-Z.pdf
215,Bicycle Wholesale Distributors Association Inc,740 34th St,Boulder,CO,80303,http://bpsa.org/,303-442-2466,NULL,Human Services,"The BPSA has seven standing committees, each chaired by one of our volunteer Board members. Electric Bicycles, Safety, Legal & Legislative, Statistics, Bicycle Leadership Conference, Education, and Marketing.",the US bicycle industry’s trade association,http://bpsa.org/cms/wp-content/themes/bpsa/images/bpsa-logo.png,1970,"$675,868",NULL,"$862,258",https://www.guidestar.org/FinDocuments/2016/540/805/2016-540805170-0e1cc290-9O.pdf
216,Boulder Chorale,685 Inca Parkway,Boulder,CO,80303,https://boulderchorale.org/,303.554.7692,sing@boulderchorale.org,Art & Culture,To enrich and inspire a broad community through music.,To enrich and inspire a broad community through music.,https://boulderchorale.org/wp-content/uploads/2018/08/BCLogo_COL_Main-CMYK.jpg,1998,"$119,561",NULL,"$208,493",https://www.guidestar.org/FinDocuments/2017/841/175/2017-841175937-0eae8e6e-9.pdf
217,Boulder County Center For Judaism,4900 Sioux Dr.,Boulder,CO,80303,https://www.boulderjudaism.com/,(720) 422-6776,Lbkosher@gmail.com,Religious,"Motivated by a profound love for every Jew, Boulder County Center for Judaism sets into motion a dazzling array of programs and services to serve Jews from all walks of life and bring the beauty of Jewish tradition to every Jew.",Our Mission is to strengthen Jewish observance and to build a strong Jewish identity for ALL Jews in Boulder. ,https://static1.squarespace.com/static/5b5e07c93917ee427d4a4654/t/5b5e0aeff950b7feeb7833ff/1543542337889/?format=1500w,1999,NULL,NULL,NULL,NULL
218,Boulder Dance Coalition,6185 Arapahoe Rd.,Boulder,CO,80303,http://www.boulderdancecoalition.org/index.php,303-440-8303 ,avalon@boulderdancecoalition.org,Art & Culture,"The Boulder Dance Coalition (BDC), formerly Village Arts Coalition, is a coalition of groups and individuals that are committed to promulgating traditional participatory art forms - that is, art forms in which you can join in - such as dance, music, singing, and storytelling. ","We are a non-profit, tax-exempt, educational organization, incorporated in the state of Colorado in 1988.  Our mission is to promote public participation in music, dance and other folk arts in the Front Range of Colorado, to encourage expansion of these activities in the larger community, to develop facilities for these activities, and to provide services for other organizations and individuals that share these goals. ",http://www.boulderdancecoalition.org/images/BDClogo3.png,1990,"$1,464,578",NULL,"$861,093",https://www.guidestar.org/FinDocuments/2016/742/558/2016-742558199-0cc92659-9.pdf
219,Boulder Fish And Game Inc,4509 NAVAJO PL,Boulder,CO,80303,https://www.hopeboulder.org/,(303) 499-3926,NULL,Sports,"Originally an arm of the Boulder chamber of commerce. The Boulder Fish and Game Club has been a part of Boulder, Colorado since the early 1900s. ","The duties of the club have varied over the years. From promoting Boulder as sportsman's paradise, to stocking the high lakes, to the more recent duties of maintaining the Evert Pierson Kids Ponds.",https://static1.squarespace.com/static/57deea60725e25737155ecc9/t/5826555e2e69cf195876c645/1478907242172/IMG_2969.JPG?format=1500w,1996,NULL,NULL,NULL,https://www.guidestar.org/FinDocuments/2001/840/437/2001-840437336-1-Z.pdf
220,Boulder Flatirons Foursquare Church,4705 BASELINE RD,Boulder,CO,80303,https://www.hopeboulder.org/,303-499-9010,NULL,Religious,"Our church building used to be a one room schoolhouse (interior shown above, used for meetings, classes, concerts, etc.), which was later expanded into two main buildings, the larger of which is now the building we meet in on Sundays. Every Sunday at 10:30am, we join together for worship, fellowship and teaching.","We are an informal crew, excited about what God is doing in our community. So, come as you are – we’d love to meet you this Sunday!",https://www.hopeboulder.org/wp-content/uploads/2013/05/cropped-HopeMainPic.jpg,1949,NULL,NULL,NULL,NULL
221,Boulder Genealogical Society,853 RACQUET LN,Boulder,CO,80303,http://www.bouldergenealogy.org/,NULL,NULL,Education,The Boulder Genealogical Society is here to help you with your family history no matter where you are researching. We also contribute to the greater genealogical community through local history research.,The Boulder Genealogical Society is here to help you with your family history no matter where you are researching. We also contribute to the greater genealogical community through local history research.,http://www.bouldergenealogy.org/bgs/wordpress/wp-content/uploads/2013/06/cropped-BGStitle.jpg,1978,NULL,NULL,NULL,NULL
